ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
212633361,Photo,Kea,Nestor notabilis,,Joaquin Muñoz,2018-08-08,2018,8,8,900,New Zealand,NZ-STL-073,Southland,Southland District,Milford--Tutoko River Bridge,-44.6775986,167.9629326,"",,Unspecified,"","",,,,,,,S65306571,"",,,Sociable bird in that place,,Nestor notabilis,kea1,Species,11517,,.00,0,,2586,1755
211382701,Photo,Kea,Nestor notabilis,,Clay Gibbons,2019-11-11,2019,11,11,1800,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--The Chasm,-44.7217319,167.9485483,"",,Unspecified,"","",,,,,,,S64934704,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,3000,4000
211382691,Photo,Kea,Nestor notabilis,,Clay Gibbons,2019-11-11,2019,11,11,1800,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--The Chasm,-44.7217319,167.9485483,"",,Unspecified,"","",,,,,,,S64934704,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,3000,4000
211382681,Photo,Kea,Nestor notabilis,,Clay Gibbons,2019-11-11,2019,11,11,1800,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--The Chasm,-44.7217319,167.9485483,"",,Unspecified,"","",,,,,,,S64934704,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,3000,4000
211382671,Photo,Kea,Nestor notabilis,,Clay Gibbons,2019-11-11,2019,11,11,1800,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--The Chasm,-44.7217319,167.9485483,"",,Unspecified,"","",,,,,,,S64934704,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,3000,4000
211382661,Photo,Kea,Nestor notabilis,,Clay Gibbons,2019-11-11,2019,11,11,1800,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--The Chasm,-44.7217319,167.9485483,"",,Unspecified,"","",,,,,,,S64934704,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,3000,4000
211327991,Photo,Kea,Nestor notabilis,,Marie-Pierre Rainville,2017-03-02,2017,3,2,1300,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass NP (general - please use more specific locations if possible)",-42.9428430,171.5621320,"",,Unspecified,"","",,,,,,,S64929657,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,1872,2357
211327961,Photo,Kea,Nestor notabilis,,Marie-Pierre Rainville,2017-03-02,2017,3,2,1300,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass NP (general - please use more specific locations if possible)",-42.9428430,171.5621320,"",,Unspecified,"","",,,,,,,S64929657,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,2250,3000
211327851,Photo,Kea,Nestor notabilis,,Marie-Pierre Rainville,2017-03-02,2017,3,2,1300,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass NP (general - please use more specific locations if possible)",-42.9428430,171.5621320,"",,Unspecified,"","",,,,,,,S64929657,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,2014,2536
211327821,Photo,Kea,Nestor notabilis,,Marie-Pierre Rainville,2017-03-02,2017,3,2,1300,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass NP (general - please use more specific locations if possible)",-42.9428430,171.5621320,"",,Unspecified,"","",,,,,,,S64929657,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,2250,3000
211325991,Photo,Kea,Nestor notabilis,,Marie-Pierre Rainville,2017-03-02,2017,3,2,1300,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass NP (general - please use more specific locations if possible)",-42.9428430,171.5621320,"",,Unspecified,"","",,,,,,,S64929657,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,3000,4000
211187711,Photo,Kea,Nestor notabilis,,Hannah Safford,2019-10-23,2019,10,23,1155,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--Monkey Creek,-44.8003676,168.0215979,"",,Unspecified,"","",,,,,,,S64907906,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,3024,4032
210304031,Photo,Kea,Nestor notabilis,,Joe Grzybowski,2019-12-04,2019,12,4,1300,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--The Chasm,-44.7217319,167.9485483,"",,Unspecified,"","",,,,,,,S61969074,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,3269,2474
209864271,Photo,Kea,Nestor notabilis,,M.K. McManus-Muldrow,2020-01-15,2020,1,15,1215,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass Village",-42.9466223,171.5661049,"",,Unspecified,"","",,,,,,,S64638542,"",,,,observed interacting with tourists (as I was on a bus),Nestor notabilis,kea1,Species,11517,,.00,0,,2350,3024
209864261,Photo,Kea,Nestor notabilis,,M.K. McManus-Muldrow,2020-01-15,2020,1,15,1215,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass Village",-42.9466223,171.5661049,"",,Unspecified,"","",,,,,,,S64638542,"",,,,observed interacting with tourists (as I was on a bus),Nestor notabilis,kea1,Species,11517,,.00,0,,441,453
208524671,Photo,Kea,Nestor notabilis,,Louis Bevier,2020-01-12,2020,1,12,1410,New Zealand,NZ-STL-073,Southland,Southland District,Milford Road between Divide and Monkey Creek,-44.8173130,168.0671540,"",,Unspecified,"","",,,,,,,S63301724,"",,,,"banded adult (colored ring on left with ""D"" and another character/digit not seen) around car park",Nestor notabilis,kea1,Species,11517,,4.33,3,,1600,2400
208524661,Photo,Kea,Nestor notabilis,,Louis Bevier,2020-01-12,2020,1,12,1410,New Zealand,NZ-STL-073,Southland,Southland District,Milford Road between Divide and Monkey Creek,-44.8173130,168.0671540,"",,Unspecified,"","",,,,,,,S63301724,"",,,,"banded adult (colored ring on left with ""D"" and another character/digit not seen) around car park",Nestor notabilis,kea1,Species,11517,,3.00,1,,1600,2400
208309461,Photo,Kea,Nestor notabilis,,Max Breckenridge,2020-01-31,2020,1,31,1024,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--The Chasm,-44.7217319,167.9485483,"",,Unspecified,"","",,,,,,,S63952070,"",,,,,Nestor notabilis,kea1,Species,11517,,4.50,2,,3648,5472
207868091,Photo,Kea,Nestor notabilis,,Louis Bevier,2020-01-13,2020,1,13,1910,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--Homer Tunnel W Entrance,-44.7626487,167.9729896,Juvenile – 1,,Unspecified,"","",,,,,,,S64048872,"",,,kisses,"Juvenile and an adult. The adult stayed on the road. The juvenile was most curious about all the bits on the car, including perhaps seeing itself in the windscreen.",Nestor notabilis,kea1,Species,,,4.95,104,,1600,2400
207809821,Photo,Kea,Nestor notabilis,,Suzanne Cholette,2008-02-18,2008,2,18,1000,New Zealand,NZ-WTC-057,West Coast,Westland District,Fox Glacier--Lake Matheson,-43.4402067,169.9656630,"",,Unspecified,"","",,,,,,,S64106604,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,1643,2464
207808841,Photo,Kea,Nestor notabilis,,Suzanne Cholette,2008-02-18,2008,2,18,1000,New Zealand,NZ-WTC-057,West Coast,Westland District,Fox Glacier--Lake Matheson,-43.4402067,169.9656630,"",,Unspecified,"","",,,,,,,S64106604,"",,,,,Nestor notabilis,kea1,Species,11517,,4.00,2,,1338,2008
207769171,Photo,Kea,Nestor notabilis,,Adam Cunningham,2016-07-10,2016,7,10,1042,New Zealand,NZ-STL-073,Southland,Southland District,"NZ-Southland-Fiordland National Park (-44.7378,167.9459)",-44.7378180,167.9458790,"",,Unspecified,"","",,,,,,,S60875533,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,,
207722911,Photo,Kea,Nestor notabilis,,Susan Murphy,2018-10-28,2018,10,28,1420,New Zealand,NZ-STL-073,Southland,Southland District,"Monkey Creek, NZ",-44.8006936,168.0216458,"",,Unspecified,"","",,,,,,,S64196665,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,3361,5044
207722831,Photo,Kea,Nestor notabilis,,Susan Murphy,2018-10-28,2018,10,28,1300,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--The Chasm,-44.7217319,167.9485483,"",,Unspecified,"","",,,,,,,S64196646,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,3648,2918
207564501,Photo,Kea,Nestor notabilis,,Susan Murphy,2018-10-27,2018,10,27,1800,New Zealand,NZ-STL-073,Southland,Southland District,"Milford Sound Campsite, NZ",-44.6767975,167.9413820,"",,Unspecified,"","",,,,,,,S64170593,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,1920,2560
204893721,Photo,Kea,Nestor notabilis,,Georges Olioso,2005-11-29,2005,11,29,0,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--east Homer Tunnel,-44.7642000,167.9869000,"",,Unspecified,"","",,IBC944824,,,,,S65091925,"",,,"pair on a car, with mountains. Elevation: 1306 m. Date added to IBC: June 21, 2016.",,Nestor notabilis,kea1,Species,11517,,4.00,6,,675,900
204075411,Photo,Kea,Nestor notabilis,,Romuald Mikusek,2018-01-29,2018,1,29,0,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass",-42.9125000,171.5591000,"",,Unspecified,"","",,IBC1508739,,,,,S64956853,"",,,"portrait. Elevation: 887 m. Date added to IBC: July 19, 2018.",,Nestor notabilis,kea1,Species,11517,,4.00,4,,1067,1600
206167341,Photo,Kea,Nestor notabilis,,Frédéric PELSY,2011-12-02,2011,12,2,0,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--east Homer Tunnel,-44.7642000,167.9869000,"",,Unspecified,"","",,IBC1081747,,,,,S65200942,"",,,"A close-up of a bird under the rain. Elevation: 1306 m. Date added to IBC: June 22, 2016.",,Nestor notabilis,kea1,Species,11517,,4.00,4,,567,850
206075851,Photo,Kea,Nestor notabilis,,Samantha Klein,2017-05-04,2017,5,4,0,New Zealand,NZ-STL-073,Southland,Southland District,Te Anau,-45.4119484,167.7172852,Adult – 1,,Unspecified,"","",,IBC1378206,,,,,S65200900,"",,,"Adult. Elevation: 217 m. Date added to IBC: May 28, 2017.",,Nestor notabilis,kea1,Species,11517,,4.00,4,,2624,4153
206100251,Photo,Kea,Nestor notabilis,,Zsuzsanna Guba,2002-01-16,2002,1,16,0,New Zealand,NZ-WTC-057,West Coast,Westland District,"Westland National Park (-43.4734, 169.995)",-43.4734000,169.9950000,Adult – 1,,Unspecified,"","",,IBC1117226,,,,,S65192182,"",,,"Adult standing on the car park's ground at Fox Glacier. These noisy mountain parrots were present all around the car park, enabling close views. Elevation: 151 m. Date added to IBC: June 22, 2016.",,Nestor notabilis,kea1,Species,11517,,4.00,5,,1199,1760
204459891,Photo,Kea,Nestor notabilis,,Ken Havard,2008-11-02,2008,11,2,0,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass NP (general - please use more specific locations if possible)",-42.9428430,171.5621320,"",,Unspecified,"","",,IBC977003,,,,,S64994698,"",,,"A bird in the car park looking for handouts. Elevation: 1588 m. Date added to IBC: June 21, 2016.",,Nestor notabilis,kea1,Species,11517,,4.00,4,,1429,1825
205044571,Photo,Kea,Nestor notabilis,,Josep del Hoyo,2013-02-03,2013,2,3,0,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--east Homer Tunnel,-44.7642000,167.9869000,Unknown – 1,,Unspecified,"","",,IBC1023170,,,,,S64822557,"",,,"A bird on the ground. Videograb. Elevation: 1306 m. Date added to IBC: June 21, 2016.",,Nestor notabilis,kea1,Species,11517,,4.00,4,,1080,1560
206100261,Photo,Kea,Nestor notabilis,,Zsuzsanna Guba,2002-01-16,2002,1,16,0,New Zealand,NZ-WTC-057,West Coast,Westland District,"Westland National Park (-43.4958, 170.001)",-43.4958000,170.0010000,"",,Unspecified,"","",,IBC1117345,,,,,S65192181,"",,,"a pair of kea at Fox Glacier. scanned slides. Elevation: 965 m. Date added to IBC: June 22, 2016.",,Nestor notabilis,kea1,Species,11517,,4.00,4,,1197,1749
204688481,Photo,Kea,Nestor notabilis,,Jordi Palau,2009-12-14,2009,12,14,0,New Zealand,NZ-WTC-057,West Coast,Westland District,"Westland National Park (-43.4031, 170.182)",-43.4031000,170.1820000,"",,Unspecified,"","",,IBC1045587,,,,,S64992379,"",,,"Head close up of Kea. Elevation: 227 m. Date added to IBC: June 21, 2016.",,Nestor notabilis,kea1,Species,11517,,4.00,4,,1971,2628
204557621,Photo,Kea,Nestor notabilis,,Marco Valentini,2015-12-06,2015,12,6,0,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--east Homer Tunnel,-44.7642000,167.9869000,"",,Unspecified,"","",,IBC1107279,,,,,S64995222,"",,,"About to drink. Elevation: 1254 m. Date added to IBC: June 22, 2016.",,Nestor notabilis,kea1,Species,,,4.00,4,,1602,2800
206087011,Photo,Kea,Nestor notabilis,,Tamas Zeke,2002-01-16,2002,1,16,0,New Zealand,NZ-WTC-057,West Coast,Westland District,Fox Glacier Village,-43.4613465,170.0165176,"",,Unspecified,"","",,IBC1274753,,,,,S65192163,"",,,"Resting showing up brightly coloured feathers, Fox galcier. scanned slide. Elevation: 168 m. Date added to IBC: September 22, 2016.",,Nestor notabilis,kea1,Species,11606,,4.83,6,,1126,1628
204759371,Photo,Kea,Nestor notabilis,,Bruno SCHMETZ,1998-11-14,1998,11,14,0,New Zealand,NZ-CAN-065,Canterbury,Mackenzie District,Mount Cook National Park,-43.5983000,170.3900000,"",,Unspecified,"","",,IBC939863,,,,,S65005706,"",,,"Two adults standing on a rock. Elevation: 2352 m. Date added to IBC: June 21, 2016.",,Nestor notabilis,kea1,Species,11517,,4.00,4,,922,601
204759361,Photo,Kea,Nestor notabilis,,Bruno SCHMETZ,1998-11-14,1998,11,14,0,New Zealand,NZ-CAN-065,Canterbury,Mackenzie District,Mount Cook National Park,-43.5983000,170.3900000,"",Vocalizing,Unspecified,"","",,IBC939861,,,,,S65005706,"",,,"Adult standing on a rock and calling. Elevation: 2352 m. Date added to IBC: June 21, 2016.",,Nestor notabilis,kea1,Species,11517,,4.00,4,"",646,992
204852361,Photo,Kea,Nestor notabilis,,Yvonne Stevens,2017-01-12,2017,1,12,0,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass National Park",-42.8890000,171.7314000,"",,Unspecified,"","",,IBC1442676,,,,,S65010368,"",,,"Kea preening. Elevation: 1484 m. Date added to IBC: December 14, 2017.",,Nestor notabilis,kea1,Species,11517,,5.00,4,,4133,3100
204742621,Photo,Kea,Nestor notabilis,,Angelos Evangelidis,2009-12-05,2009,12,5,0,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass",-43.0242000,171.6470000,"",,Unspecified,"","",,IBC993295,,,,,S65009133,"",,,"waiting for food from tourists. Elevation: 607 m. Date added to IBC: June 21, 2016.",,Nestor notabilis,kea1,Species,11517,,4.00,4,,536,800
204794441,Photo,Kea,Nestor notabilis,,Martin Främke,2012-03-29,2012,3,29,0,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass",-43.0242000,171.6470000,"",,Unspecified,"","",,IBC1013895,,,,,S65003966,"",,,"Close-up of an adult bird . Elevation: 607 m. Date added to IBC: June 21, 2016.",,Nestor notabilis,kea1,Species,11517,,4.00,4,,624,940
205786381,Photo,Kea,Nestor notabilis,,Glenda Rees,2011-03-05,2011,3,5,0,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--east Homer Tunnel,-44.7642000,167.9869000,"",,Unspecified,"","",,IBC994181,,,,,S65142958,"",,,"Found only in alpine regions of the South Island of New Zealand. Elevation: 1306 m. Date added to IBC: June 21, 2016.",,Nestor notabilis,kea1,Species,11606,,4.20,5,,768,512
204759381,Photo,Kea,Nestor notabilis,,Bruno SCHMETZ,1998-11-14,1998,11,14,0,New Zealand,NZ-CAN-065,Canterbury,Mackenzie District,Mount Cook National Park,-43.5983000,170.3900000,"",,Unspecified,"","",,IBC939864,,,,,S65005706,"",,,"Two adults mating, standing on a rock. Elevation: 2352 m. Date added to IBC: June 21, 2016.",,Nestor notabilis,kea1,Species,11517,,3.00,4,,922,595
204794451,Photo,Kea,Nestor notabilis,,Martin Främke,2012-03-29,2012,3,29,0,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass",-43.0242000,171.6470000,"",Foraging or Eating,Unspecified,"","",,IBC1013896,,,,,S65003966,"",,,"Juvenile foraging on the ground. Elevation: 607 m. Date added to IBC: June 21, 2016.",,Nestor notabilis,kea1,Species,11517,,4.00,4,"",624,940
205883511,Photo,Kea,Nestor notabilis,,Rémi Bigonneau,2010-12-25,2010,12,25,0,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass National Park (-42.9298, 171.558)",-42.9298000,171.5580000,Unknown – 1,,Unspecified,"","",,IBC988699,,,,,S65181987,"",,,"One bird. Elevation: 802 m. Date added to IBC: June 21, 2016.",,Nestor notabilis,kea1,Species,11517,,4.00,4,,427,640
204488661,Photo,Kea,Nestor notabilis,,Erkki Lehtovirta,1996-12-21,1996,12,21,0,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--general area (please use more specific locations),-45.6624627,167.2320534,"",,Unspecified,"","",,IBC1509537,,,,,S64952703,"",,,"Kea. Elevation: 961 m. Date added to IBC: July 24, 2018.",,Nestor notabilis,kea1,Species,11517,,4.00,5,,1023,1280
204742781,Photo,Kea,Nestor notabilis,,Tomáš Grim,2013-05-29,2013,5,29,0,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass NP (general - please use more specific locations if possible)",-42.9428430,171.5621320,"",,Unspecified,"","",,IBC1067335,,,,,S65008101,"",,,"Preening. Elevation: 750 m. Date added to IBC: June 22, 2016.",,Nestor notabilis,kea1,Species,11606,,5.00,7,,774,1140
205044581,Photo,Kea,Nestor notabilis,,Josep del Hoyo,2013-02-03,2013,2,3,0,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--east Homer Tunnel,-44.7642000,167.9869000,Unknown – 1,,Unspecified,"","",,IBC1023171,,,,,S64822557,"",,,"A close-up of the head of one bird. Videograb. Elevation: 1306 m. Date added to IBC: June 21, 2016.",,Nestor notabilis,kea1,Species,11517,,4.00,4,,1080,1467
206016881,Photo,Kea,Nestor notabilis,,Lars Petersson,2018-11-25,2018,11,25,0,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass NP (general - please use more specific locations if possible)",-42.9428430,171.5621320,"",,Unspecified,"","",,IBC1556342,,,,,S65189434,"",,,"An immature Kea walks on a car roof. Please visit www.larsfoto.se, probably the largest private online collection of digital bird images in the world. There are 5000 species of Birds on photo from New Zealand and all over the World in the galleries! (Jan 2019). Elevation: 745 m. Date added to IBC: January 20, 2019.",,Nestor notabilis,kea1,Species,11606,,5.00,6,,700,1000
207410951,Photo,Kea,Nestor notabilis,,Holger Woyt,2011-02-25,2011,2,25,1700,New Zealand,NZ-STL-073,Southland,Southland District,Homer Tunnel Parking Area,-44.7645334,167.9893841,"",,Unspecified,"","",,,,,,,S64141905,"",,,,,Nestor notabilis,kea1,Species,11517,,4.00,1,,2848,4288
207410941,Photo,Kea,Nestor notabilis,,Holger Woyt,2011-02-25,2011,2,25,1700,New Zealand,NZ-STL-073,Southland,Southland District,Homer Tunnel Parking Area,-44.7645334,167.9893841,"",,Unspecified,"","",,,,,,,S64141905,"",,,,,Nestor notabilis,kea1,Species,11517,,3.00,1,,2848,4288
207410931,Photo,Kea,Nestor notabilis,,Holger Woyt,2011-02-25,2011,2,25,1700,New Zealand,NZ-STL-073,Southland,Southland District,Homer Tunnel Parking Area,-44.7645334,167.9893841,"",,Unspecified,"","",,,,,,,S64141905,"",,,,,Nestor notabilis,kea1,Species,11517,,4.00,4,,2848,4288
207362331,Photo,Kea,Nestor notabilis,,Paul Stufkens,2019-12-16,2019,12,16,1220,New Zealand,NZ-WTC-057,West Coast,Westland District,Otira Viaduct,-42.8078235,171.5675640,"",,Unspecified,"","",,,,,,,S64136295,"",,,,,Nestor notabilis,kea1,Species,11517,,4.00,1,,2448,3264
207362321,Photo,Kea,Nestor notabilis,,Paul Stufkens,2019-12-16,2019,12,16,1220,New Zealand,NZ-WTC-057,West Coast,Westland District,Otira Viaduct,-42.8078235,171.5675640,"",,Unspecified,"","",,,,,,,S64136295,"",,,,,Nestor notabilis,kea1,Species,11517,,4.00,1,,2448,3264
207340131,Photo,Kea,Nestor notabilis,,Daniel Leger,2018-01-28,2018,1,28,0,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,Devils Punchbowl Falls Track,-42.9338670,171.5641308,"",,Unspecified,"","",,,,,,,S64132922,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,3000,4000
206016891,Photo,Kea,Nestor notabilis,,Lars Petersson,2018-11-25,2018,11,25,0,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass NP (general - please use more specific locations if possible)",-42.9428430,171.5621320,"",,Unspecified,"","",,IBC1556343,,,,,S65189434,"",,,"An immature Kea tries to get a bite. Please visit www.larsfoto.se, probably the largest private online collection of digital bird images in the world. There are 5000 species of Birds on photo from New Zealand and all over the World in the galleries! (Jan 2019). Elevation: 745 m. Date added to IBC: January 20, 2019.",,Nestor notabilis,kea1,Species,11517,,5.00,6,,700,1000
204557631,Photo,Kea,Nestor notabilis,,Marco Valentini,2015-12-06,2015,12,6,0,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--east Homer Tunnel,-44.7642000,167.9869000,"",,Unspecified,"","",,IBC1107281,,,,,S64995222,"",,,"Portrait. Elevation: 1254 m. Date added to IBC: June 22, 2016.",,Nestor notabilis,kea1,Species,,,5.00,4,,1586,2500
204893731,Photo,Kea,Nestor notabilis,,Georges Olioso,2005-11-29,2005,11,29,0,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--east Homer Tunnel,-44.7642000,167.9869000,"",,Unspecified,"","",,IBC944825,,,,,S65091925,"",,,"bird on a car with snowy mountains. Elevation: 1306 m. Date added to IBC: June 21, 2016.",,Nestor notabilis,kea1,Species,11517,,3.00,4,,900,598
204559921,Photo,Kea,Nestor notabilis,,Marco Valentini,2015-12-07,2015,12,7,0,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--general area (please use more specific locations),-45.6624627,167.2320534,"",Flying,Unspecified,"","",,IBC1113748,,,,,S64995224,"",,,"Flight. Elevation: 1254 m. Date added to IBC: June 22, 2016.",,Nestor notabilis,kea1,Species,,,5.00,6,"",1676,2400
205883501,Photo,Kea,Nestor notabilis,,Rémi Bigonneau,2010-12-18,2010,12,18,0,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass National Park (-42.9445, 171.564)",-42.9445000,171.5640000,"",,Unspecified,"","",,IBC988698,,,,,S65181873,"",,,"A bird close up. Elevation: 752 m. Date added to IBC: June 21, 2016.",,Nestor notabilis,kea1,Species,11606,,4.20,5,,427,640
204688491,Photo,Kea,Nestor notabilis,,Jordi Palau,2009-12-16,2009,12,16,0,New Zealand,NZ-WTC-057,West Coast,Westland District,"Westland National Park (-43.3951, 170.183)",-43.3951000,170.1830000,"",,Unspecified,"","",,IBC1045590,,,,,S64992384,"",,,"Kea waiting for food in a parking place. Elevation: 156 m. Date added to IBC: June 21, 2016.",,Nestor notabilis,kea1,Species,11517,,4.00,4,,1971,2628
204559911,Photo,Kea,Nestor notabilis,,Marco Valentini,2015-12-07,2015,12,7,0,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--general area (please use more specific locations),-45.6624627,167.2320534,"",,Unspecified,"","",,IBC1113747,,,,,S64995224,"",,,"Drinking. One of the few specimens without a ring. Elevation: 1254 m. Date added to IBC: June 22, 2016.",,Nestor notabilis,kea1,Species,,,5.00,5,,1602,2800
206016901,Photo,Kea,Nestor notabilis,,Lars Petersson,2018-11-25,2018,11,25,0,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass NP (general - please use more specific locations if possible)",-42.9428430,171.5621320,"",,Unspecified,"","",,IBC1556344,,,,,S65189434,"",,,"Close-up on an immature Kea. Please visit www.larsfoto.se, probably the largest private online collection of digital bird images in the world. There are 5000 species of Birds on photo from New Zealand and all over the World in the galleries! (Jan 2019). Elevation: 745 m. Date added to IBC: January 20, 2019.",,Nestor notabilis,kea1,Species,11606,,5.00,7,,700,846
207286931,Photo,Kea,Nestor notabilis,,Bob Friedrichs,2010-04-21,2010,4,21,1100,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--east Homer Tunnel,-44.7642000,167.9869000,"",,Unspecified,"","",,,,,,,S16454578,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,480,640
207265801,Photo,Kea,Nestor notabilis,,Doug McDonald,2007-12-25,2007,12,25,730,New Zealand,NZ-STL-073,Southland,Southland District,"Quintin Lodge, Milford Track, New Zealand",-44.7911096,167.7565421,"",,Unspecified,"","",,,,,,,S64119341,"",,,,,Nestor notabilis,kea1,Species,11517,,5.00,2,,2336,3504
207265331,Photo,Kea,Nestor notabilis,,Doug McDonald,2007-12-24,2007,12,24,1100,New Zealand,NZ-STL-073,Southland,Southland District,"Mackinnon Pass Milford Track, Fiordland National Park, New Zeala",-44.8021924,167.7703552,"",,Unspecified,"","",,,,,,,S64119615,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,2604,1736
207265271,Photo,Kea,Nestor notabilis,,Doug McDonald,2007-12-24,2007,12,24,1100,New Zealand,NZ-STL-073,Southland,Southland District,"Mackinnon Pass Milford Track, Fiordland National Park, New Zeala",-44.8021924,167.7703552,"",,Unspecified,"","",,,,,,,S64119615,"",,,,,Nestor notabilis,kea1,Species,11517,,3.00,1,,1248,1872
207230201,Photo,Kea,Nestor notabilis,,Betty Ray,2017-05-07,2017,5,7,0,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--east Homer Tunnel,-44.7642000,167.9869000,"",,Unspecified,"","",,,,,,,S64112246,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,3597,4826
207230191,Photo,Kea,Nestor notabilis,,Betty Ray,2017-05-07,2017,5,7,0,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--east Homer Tunnel,-44.7642000,167.9869000,"",,Unspecified,"","",,,,,,,S64112246,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,4016,6016
207144871,Photo,Kea,Nestor notabilis,,Suzanne Cholette,2008-02-13,2008,2,13,1100,New Zealand,NZ-WTC-057,West Coast,Westland District,"Arthur's Pass NP--Otira Viaduct Lookout",-42.8882557,171.5564167,"",,Unspecified,"","",,,,,,,S64102436,"",,,,,Nestor notabilis,kea1,Species,11606,,.00,0,,2176,3264
207015151,Photo,Kea,Nestor notabilis,,Jake Zadik,2020-02-03,2020,2,3,1405,New Zealand,NZ-WTC-057,West Coast,Westland District,Callery Gorge Walk,-43.3879064,170.1850837,"",,Unspecified,"","",,,,,,,S64075422,"",,,,,Nestor notabilis,kea1,Species,11517,,5.00,2,,2210,2603
